yr,firstName,lastName,constituency,party,votes
2015,Linda,DUCKENFIELD,E14000920,Green,1117
2015,Linda,JACK,E14000813,Liberal Democrats,4193
2015,Linda,KENDALL,E14000888,Independent,2418
2015,Lindsay,HOYLE,E14000637,Labour,23322
2015,Lindsay,MCCALLUM,S14000055,Conservative,2598
2015,Lindsay,MELIA,E14000916,Green,1184
2015,Lindsay,PATERSON,S14000026,Conservative,6732
2015,Lindsey,HALL,E14001036,Conservative,16527
2015,Lionel,BLACKMAN,E14000694,Independent,612
2015,Lisa,CAMERON,S14000019,SNP,33678
2015,Lisa,COOKE,E14000979,Conservative,12916
2015,Lisa,FORBES,E14000878,Labour,16759
2015,Lisa,GABRIEL,E14000798,Liberal Democrats,2255
2015,Lisa,MCKENZIE,E14000634,Class War,53
2015,Lisa,NANDY,E14001039,Labour,23625
2015,Lisa,NIGHTINGALE,E14000944,Independent,1427
2015,Lisa,RAPADO,W07000052,Green,453
2015,Lisa,SMART,E14000738,Liberal Democrats,11330
2015,Lisa,SMITH,E14000822,Liberal Democrats,2309
2015,Lisa,TALLIS,E14000581,Green,1501
2015,Lisa,TOWNSEND,E14000864,Conservative,11379
2015,Liz,EVANS,W07000046,Labour,15835
2015,Liz,HAZELL,E14001011,UKIP,8122
2015,Liz,KENDALL,E14000784,Labour,16051
2015,Liz,KITCHING,E14000777,Trade Unionist and Socialist Coalition,330
2015,Liz,LEFFMAN,E14000596,Liberal Democrats,764
2015,Liz,MCINNES,E14000747,Labour,20926
2015,Liz,PHILLIPS,E14000723,UKIP,5621
2015,Liz,ROBERTS,W07000061,Plaid Cymru,11811
2015,Liz,SAVAGE,E14000958,Labour,8468
2015,Liz,SCREEN,W07000041,Socialist Labour Party,148
2015,Lloyd,RUSSELL-MOYLE,E14000786,Labour,5000
2015,Loic,RICH,E14001003,Independent,792
2015,Lois,AUSTIN,E14000679,Trade Unionist and Socialist Coalition,230
2015,Loraine,BIRCHALL,E14000620,Liberal Democrats,1087
2015,Loraine,MORGAN-BRINKHURST,E14000547,Independent,499
2015,Lord Toby,JUG,E14001007,The Eccentric Party of Great Britain,50
2015,Lorely,BURT,E14000931,Liberal Democrats,14054
2015,Lorna,TOOLEY,E14000900,Green,1222
2015,Lorraine,FRANCIS,E14000599,Green,3827
2015,Lorraine,JOHNSON,E14000935,Liberal Democrats,1887
2015,Louis,JENSEN,E14001008,Cannabis is Safer than Alcohol Party,164
2015,Louis,STEPHEN,E14001052,Green,2024
2015,Louisa,TOWNSON,E14000785,Conservative,10216
2015,Louise,BALDOCK,E14000971,Labour and Co-operative,19175
2015,Louise,BOURS,E14000775,UKIP,4973
2015,Louise,BURFITT-DONS,E14000866,Conservative,7423
2015,Louise,DUTTON,E14000667,English Democrats,242
2015,Louise,ELLMAN,E14000793,Labour and Co-operative,29835
2015,Louise,HAIGH,E14000923,Labour,20269
2015,Louise,HUGHES,W07000061,Independent,1388
2015,Louise,IRVINE,E14000953,National Health Action Party,4851
2015,Louise,PARKER,E14000879,Trade Unionist and Socialist Coalition,152
2015,Louise,RAMSAY,S14000054,Green,1146
2015,Loveday,JENKIN,E14000616,Mebyon Kernow,897
2015,Loz,KAYE,E14000807,Pirate Party,346
2015,Luciana,BERGER,E14000795,Labour and Co-operative,28401
2015,Lucille,NICHOLSON,N06000010,Conservative,120
2015,Lucy,ALLAN,E14000989,Conservative,16094
2015,Lucy,BANNISTER,E14000809,Green,4048
2015,Lucy,CARE,E14000662,Liberal Democrats,3832
2015,Lucy,FRAZER,E14000937,Conservative,28845
2015,Lucy,HALL,E14000553,Independent,72
2015,Lucy,HURDS,E14000743,Liberal Democrats,5002
2015,Lucy,MILLS,E14000942,Labour,10191
2015,Lucy,NETHSINGHA,E14000842,Liberal Democrats,2314
2015,Lucy,POWELL,E14000807,Labour and Co-operative,27772
2015,Lucy,RIGBY,E14000792,Labour,18533
2015,Luke,ARMSTRONG,E14000677,Liberal Democrats,834
2015,Luke,BALNAVE,E14000626,Green,1101
2015,Luke,BELLAMY,E14000974,Green,1029
2015,Luke,EVANS,E14000560,Conservative,15812
2015,Luke,GRAHAM,S14000050,Conservative,11987
2015,Luke,HALL,E14000994,Conservative,19924
2015,Luke,PARKER,E14000592,Conservative,17517
2015,Luke,POLLARD,E14000880,Labour and Co-operative,17597
2015,Luke,SENIOR,E14000777,UKIP,7082
2015,Luke,TAYLOR,E14000549,Liberal Democrats,2241
2015,Lydia,DAVIES-BRIGHT,E14000924,Green,1108
2015,Lyn,ACKERMAN,W07000077,Plaid Cymru,3794
2015,Lyn,BROWN,E14001032,Labour,36132
2015,Lyn,HUDSON,W07000052,Conservative,2116
2015,Lyn,LUXTON,E14000582,The Pilgrim Party,143
2015,Lyndon,JONES,E14000945,UKIP,8267
2015,Lynn,WORTHINGTON,E14001059,Trade Unionist and Socialist Coalition,215
2015,Lynne,BEAUMONT,E14000704,Liberal Democrats,4882
2015,Lynne,CHAMBERLAIN,E14000718,Trade Unionist and Socialist Coalition,370
2015,Lynne,FEATHERSTONE,E14000752,Liberal Democrats,18359
2015,Lynne,RICHARDS,E14000623,Labour,6985
2015,Lynnette,KELLY,E14001019,Labour,17643
2015,Lynton,YATES,E14000625,UKIP,8330
2015,M Rowshan,ALI,E14000555,Communities United Party,356
2015,Maajid,NAWAZ,E14000727,Liberal Democrats,3039
2015,Mabon AP,GWYNFOR,W07000062,Plaid Cymru,3620
2015,Mad,HATTER,E14000873,Monster Raving Loony Party,145
2015,Mad Max,BOBETSKY,E14000844,Monster Raving Loony Party,384
2015,Mad Mike,YOUNG,E14000927,Monster Raving Loony Party,275
2015,Madeleine,MOON,W07000073,Labour,14624
2015,Maeve,TOMLINSON,E14000984,Green,1051
2015,Maggi,YOUNG,E14000558,English Democrats,151
2015,Maggie,THROUP,E14000695,Conservative,20636
2015,Magnus,NIELSEN,E14000727,UKIP,1532
2015,Mags,MCNALLY,E14001054,We Are The Reality Party,200
2015,Mahmud HENRY,ROGERS,E14000552,Liberal Democrats,1958
2015,Mahtab,AZIZ,E14000790,Independent,289
2015,Mair,ROWLANDS,W07000060,Plaid Cymru,2486
2015,Mairtin O,MUILLEOIR,N06000003,Sinn Fein,5402
2015,Malachy,QUINN,N06000010,Social Democratic and Labour Party,5055
2015,Malcolm,BINT,E14000840,UKIP,6404
2015,Malcolm,BIRKS,E14000928,Labour,9487
2015,Malcolm,FINCKEN,E14000590,Labour,9296
2015,Malcolm,JONES,E14000699,UKIP,8427
2015,Malcolm,LINGLEY,E14001018,UKIP,4909
2015,Malcolm,MACKAY,S14000012,Conservative,3891
2015,Malcolm,MARTIN,E14000789,Christian Peoples Alliance Party,300
2015,Malcolm,MORLAND,E14000643,Trade Unionist and Socialist Coalition,215
2015,Malcolm,SHAKESBY,E14000936,UKIP,7304
2015,Malik,AZAM,E14000890,UKIP,4826
2015,Manda,RIGBY,E14000665,Liberal Democrats,3954
2015,Mandy,BOYLETT,E14000970,UKIP,7581
2015,Mandy,JONES,W07000062,UKIP,5480
2015,Mandy,ROSSI,E14000536,Green,2467
2015,Manjinder,KANG,E14000991,Labour,5240
2015,Marc,FOTHERGILL,W07000061,Green,981
2015,Marc,HOPE,S14000010,Conservative,8803
2015,Marc,JONES,E14000716,Conservative,8874
2015,Marc,JONES,W07000059,Plaid Cymru,4651
2015,Marc,SCHEIMANN,E14001027,Green,1742
2015,Marcus,BROWN,E14000985,UKIP,7489
2015,Marcus,FARMER,E14000809,Independent,61
2015,Marcus,FYSH,E14001060,Conservative,24178
2015,Marcus,JONES,E14000868,Conservative,20827
2015,Marcus,KRAVIS,E14000850,Liberal Democrats,7486
2015,Margaret,BECKETT,E14000663,Labour,20007
2015,Margaret,CURRAN,S14000030,Labour,13729
2015,Margaret,FERRIER,S14000056,SNP,30279
2015,Margaret,GREENWOOD,E14001044,Labour,18898
2015,Margaret,HILLIER,E14000721,Labour and Co-operative,30633
2015,Margaret,HODGE,E14000540,Labour,24826
2015,Margaret,PINDER,E14000556,Labour,13160
2015,Margaret,RITCHIE,N06000015,Social Democratic and Labour Party,18077
2015,Margaret,ROWLEY,E14000818,Liberal Democrats,3750
2015,Margaret Anne,MCKILLOP,N06000005,Social Democratic and Labour Party,1639
2015,Margot,JAMES,E14000976,Conservative,21195
2015,Margot,PARKER,E14000648,UKIP,7708
2015,Mari,WILLIAMS,W07000051,Labour,19572
2015,Maria,CAULFIELD,E14000786,Conservative,19206
2015,Maria,EAGLE,E14000708,Labour,33839
2015,Maria,MILLER,E14000545,Conservative,25769
2015,Maria,VIGNEAU,E14000761,UKIP,5703
2015,Marianne,BAMKIN,E14000935,Green,1216
2015,Marianne,OVERTON,E14000929,Linconshire Independents,3233
2015,Marie,JONES,E14001004,Green,2659
2015,Marie,RIMMER,E14000963,Labour,28950
2015,Marietta,KING,E14000714,UKIP,9410
2015,Marilyn,GORDON,E14000909,Independent,427
2015,Marina,AHMAD,E14000551,Labour,9484
2015,Mario,MAY,E14000845,Green,2789
2015,Marion,FELLOWS,S14000047,SNP,27275
2015,Marion,MASON,E14000934,UKIP,6010
2015,Marion,TURNER-HAWES,E14001025,Green,2218
2015,Marisha,RAY,E14000636,Liberal Democrats,2381
2015,Mark,ANDERSON,E14000951,UKIP,6603
2015,Mark,ARGENT,E14000858,Liberal Democrats,2033
2015,Mark,BEECH,E14000531,Monster Raving Loony Party,197
2015,Mark,BELL,E14000574,UKIP,7863
2015,Mark,BOWLER,E14000841,Green,2537
2015,Mark,BRADLEY,E14001039,UKIP,8818
2015,Mark,BREEZE,E14000972,Independent,2120
2015,Mark,BROTHERSTON,N06000013,Conservative,1593
2015,Mark,BROWN,S14000027,Conservative,1215
2015,Mark,CANN,E14000838,Labour,3699
2015,Mark,CHALONER,E14001041,Labour,4613
2015,Mark,CHAPMAN,E14001008,Pirate Party,201
2015,Mark,CHIVERS,E14000815,Green,1321
2015,Mark,TAMI,W07000043,Labour,16540
2015,Mark,TAYLOR,E14000651,UKIP,5709
2015,Mark,THACKRAY,E14000666,UKIP,6649
2015,Mark,VIVIS,E14000632,Conservative,8231
2015,Mark,WEBBER,E14000953,UKIP,5643
2015,Mark,WILLIAMS,W07000064,Liberal Democrats,13414
2015,Mark,WRIGHT,E14000601,Liberal Democrats,4416
2015,Martie,WARIN,E14000677,Green,733
2015,Martin,BARTOS,S14000031,Green,2284
2015,Martin,BRAMPTON,E14000820,Green,1060
2015,Martin,CAMDEN,E14000654,The UK Progressive Democracy Party,57
2015,Martin,CLAYTON,E14000771,Yorkshire First,270
2015,Martin,COLLINS,E14000853,Green,1442
2015,Martin,CORNEY,E14000938,Green,2718
2015,Martin,DEANE,E14000772,Green,2066
2015,Martin,DOBSON,E14000793,Green,5372
2015,Martin,DOCHERTY,S14000059,SNP,30198
2015,Martin,DWYER,E14000914,Green,887
2015,Martin,FITZPATRICK,E14000814,UKIP,6497
2015,Martin,GARNETT,E14000695,Liberal Democrats,1658
2015,Martin,GRAY,S14000050,UKIP,1331
2015,Martin,HEMINGWAY,E14000826,Green,1264
2015,Martin,HORWOOD,E14000630,Liberal Democrats,18274
2015,Martin,HOULDEN,E14000585,UKIP,7745
2015,Martin,KELLY,N06000017,Cannabis is Safer than Alcohol Party,460
2015,Martin,LEWIS,E14000975,Liberal Democrats,2473
2015,Martin,LYON,E14001041,UKIP,4122
2015,Martin,MCGANN,E14000853,Conservative,8997
2015,Martin,MILLER,E14000627,Labour,8673
2015,Martin,POLLARD,W07000050,Plaid Cymru,1925
2015,Martin,POWELL-DAVIES,E14000788,Trade Unionist and Socialist Coalition,391
2015,Martin,POWER,E14000571,UKIP,6108
2015,Martin,RILEY,E14000967,Conservative,11761
2015,Martin,ROBERTS,E14000740,Yorkshire First,1018
2015,Martin,ROBSON,E14001047,Green,2109
2015,Martin,THOMPSON,E14000544,Liberal Democrats,1636
2015,Martin,TURNER,E14000672,Liberal Democrats,828
2015,Martin,VEART,S14000023,Liberal Democrats,2634
2015,Martin,VICKERS,E14000643,Conservative,21026
2015,Martin,WHYBROW,E14000704,Green,2956
2015,Martin,WILLIAMS,E14000708,Conservative,6693
2015,Martyn,CURZEY,E14000531,Green,826
2015,Martyn,DAVIS,E14000753,Labour,6499
2015,Martyn,DAY,S14000043,SNP,32055
2015,Martyn,FORD,W07000047,UKIP,4744
2015,Martyn,SINGLETON,W07000063,Labour,1900
2015,Martyn,TODD,N06000015,Alliance,1622
2015,Mary,CREAGH,E14001009,Labour,17301
2015,Mary DI,MAURO,E14001024,Liberal Democrats,1395
2015,Mary,GALBRAITH,S14000005,Labour,5394
2015,Mary,GLINDON,E14000853,Labour,26191
2015,Mary GRIFFITHS,CLARKE,W07000061,Labour,3904
2015,Mary,HERDMAN,E14000878,UKIP,7485
2015,Mary,JACKSON,E14000669,Trade Unionist and Socialist Coalition,258
2015,Mary,MACLEOD,E14000593,Conservative,24631
2015,Mary,MACQUEEN,E14000740,Liberal Democrats,1357
2015,Mary,MULDOON,N06000001,Social Democratic and Labour Party,127
2015,Mary,ROBINSON,E14000627,Conservative,22889
2015,Mary,VARRALL,E14000997,Liberal Democrats,3660
2015,Mary,WIMBURY,W07000058,Labour,8514
2015,Mason,REDDING,E14000823,Green,1422
2015,Massimo,DIMAMBRO,E14000789,UKIP,2013
2015,Matt,COOKE,W07000053,Green,746
2015,Matt,GORDON,E14000599,Trade Unionist and Socialist Coalition,229
2015,Matt,HARTLEY,E14000718,Conservative,12438
2015,Matt,HEENAN,E14000697,Cannabis is Safer than Alcohol Party,396
2015,Matt,LAMB,E14001058,Labour,9523
2015,Matt,RODDA,E14000889,Labour,16697
2015,Matt,SISSON,E14000797,Green,1845
2015,Matt,SLEAT,E14000920,Conservative,7242
2015,Matt,SMITH,E14000555,Conservative,8070
2015,Matt,TAYLOR,E14000597,Independent,69
2015,Matt,TURMAINE,E14001021,Labour,14606
2015,Matt,WARMAN,E14000582,Conservative,18981
2015,Matt,WHALE,E14000632,Trade Unionist and Socialist Coalition,202
2015,Matt,WILLIAMS,S14000003,UKIP,1088
2015,Matt,WILSON,E14000681,Labour,6627
2015,Matt,WRIGHT,E14000974,Trade Unionist and Socialist Coalition,372
2015,Matthew,ATKINS,E14000776,UKIP,4060
2015,Matthew,BROWN,E14000798,Labour,9077
2015,Matthew,BROWN,E14000954,UKIP,9030
2015,Matthew,COOKE,E14000895,UKIP,8194
2015,Matthew,DORRANCE,W07000068,Labour,5904
2015,Matthew,FAITHFULL,E14000908,UKIP,5943
2015,Matthew,GENN,E14000632,Green,1352
2015,Matthew,GIBSON,E14000822,Keep It Real Party,116
2015,Matthew,HANCOCK,E14001034,Conservative,25684
2015,Matthew,HANDLEY,E14000649,Green,1245
2015,Matthew,HOLDEN,E14000929,Liberal Democrats,3500
2015,Matthew,KLESEL,E14000590,Liberal Democrats,2488
2015,Matthew,LLOYD,E14000725,Conservative,8007
2015,Matthew,MAHABADI,E14000939,Labour,6122
2015,Matthew MAXWELL,SCOTT,E14000621,Conservative,15093
2015,Matthew,O'CALLAGHAN,E14000797,Labour,16579
2015,Matthew,OFFORD,E14000741,Conservative,24328
2015,Matthew,PAUL,W07000067,Conservative,8336
2015,Matthew,PENNYCOOK,E14000718,Labour,24384
2015,Matthew,ROBERTS,E14000920,English Democrats,141
2015,Matthew,SCOTT,E14000790,Conservative,8939
2015,Matthew,SEVERN,E14000825,Liberal Democrats,1612
2015,Matthew,TORBITT,E14000627,Independent,390
2015,Matthew,WARD,E14000931,The Democratic Party,33
2015,Matthew,WEST,E14000781,Cannabis is Safer than Alcohol Party,217
2015,Matthew,WINNINGTON,E14000699,Liberal Democrats,4814
2015,Maureen,CHILDS,E14000882,Green,2463
2015,Maureen,MARTIN,E14000787,Christian Peoples Alliance Party,282
2015,Maurice,CORRY,S14000059,Conservative,3597
2015,Maurice,JACKSON,E14000537,UKIP,8468
2015,Maxine,BOWLER,E14000921,Trade Unionist and Socialist Coalition,442
2015,Maxine,SPENCER,E14000750,UKIP,2740
2015,Maxwell,ROSSER,W07000047,Independent,78
2015,Meena,HANS,E14000675,Green,1635
2015,Megan,OLLERHEAD,E14001061,Trade Unionist and Socialist Coalition,288
2015,Meghan,GALLACHER,S14000047,Conservative,3695
2015,Mehdi,AKHAVAN,E14000636,Independent,118
2015,Meirion,JENKINS,W07000073,Conservative,12697
2015,Mel,STRIDE,E14000623,Conservative,28436
2015,Melanie,COLLINS,E14000751,Green,1411
2015,Melanie,HURST,E14001014,UKIP,7014
2015,Melanie,MAGEE,E14000873,Conservative,10076
2015,Melanie,ONN,E14000716,Labour,13414
2015,Melanie,ROBERTS,E14000645,UKIP,5734
2015,Melanie,WARD,S14000036,Labour and Co-operative,14562
2015,Melodie,STANIFORTH,E14000645,Independent,54
2015,Meri,O'CONNELL,E14000890,Liberal Democrats,2355
2015,Mervyn,STEWKESBURY,E14000936,Independent,435
2015,Mev,AKRAM,E14000668,Trade Unionist and Socialist Coalition,421
2015,Mhairi,BLACK,S14000053,SNP,23548
2015,Mhairi,FRASER,S14000011,Conservative,3209
2015,Michael,BAKER,E14000848,UKIP,8328
2015,Michael,BARKER,E14000782,Trade Unionist and Socialist Coalition,540
2015,Michael,BECKETT,E14000913,Liberal Democrats,2159
2015,Michael,BERRY,E14000770,Conservative,23249
2015,Michael,BORIO,E14000906,Labour,10297
2015,Michael,BUKOLA,E14000789,Liberal Democrats,2497
2015,Michael,BURROWS,S14000038,UKIP,715
2015,Michael,CHERRINGTON,E14000658,Green,1444
2015,Michael,CONNARTY,S14000043,Labour,19121
2015,Michael,COX,E14001007,Liberal Democrats,2215
2015,Michael,DAWSON,E14000825,Independent,85
2015,Michael DE,WHALLEY,E14000859,Green,1780
2015,Michael,DESMOND,E14000700,Labour,7403
2015,Michael,DOHERTY,E14001007,Independent,39
2015,Michael,DRIVER,E14000919,Workers Revolutionary Party,33
2015,Michael,DUGHER,E14000542,Labour,21079
2015,Michael,ELLIS,E14000861,Conservative,16699
2015,Michael,FABRICANT,E14000791,Conservative,28389
2015,Michael,FALLON,E14000918,Conservative,28531
2015,Michael,FOSTER,E14000616,Labour,11448
2015,Michael,FROST,E14000600,UKIP,4889
2015,Michael,GERARD,E14000660,UKIP,8296
2015,Michael,GOLD,E14001013,Green,2661
2015,Michael,GOVE,E14000983,Conservative,32582
2015,Michael,GREEN,E14000744,Liberal Democrats,4385
2015,Michael,GREEN,E14001027,Independent,216
2015,Michael,HAYTON,E14000777,Green,3558
2015,Michael,HOLT,E14000733,Green,1341
2015,Michael,JEFFERYS,E14001034,Labour,8604
2015,Michael,MARRA,S14000016,Labour,10592
2015,Michael,MCCANN,S14000019,Labour,17151
2015,Michael,MCGOUGH,E14000594,UKIP,8724
2015,Michael,MEACHER,E14000871,Labour,23630
2015,Michael,MOORE,S14000008,Liberal Democrats,10294
2015,Michael,MULLANEY,E14000583,Liberal Democrats,11951
2015,Michael,NAUGHTON,E14001028,Conservative,6441
2015,Michael,PAYNE,E14000829,Labour,11360
2015,Michael,PRISK,E14000744,Conservative,31593
2015,Michael,PYE,E14000647,UKIP,6148
2015,Michael,SHORT,E14000541,Green,938
2015,Michael,TAYLOR,E14000738,Labour,7584
2015,Michael,TOMLINSON,E14000815,Conservative,23639
2015,Michael,WILKS,E14001041,Green,2645
2015,Michael,WRENCH,E14001058,UKIP,7967
2015,Michelle,BALLANTYNE,S14000045,Conservative,5760
2015,Michelle,DONELAN,E14000635,Conservative,26354
2015,Michelle,GILDERNEW,N06000007,Sinn Fein,23078
2015,Michelle,LOWE,E14000649,Conservative,9751
2015,Michelle,PALMER,E14000688,Green,990
2015,Michelle,TANFIELD-JOHNSON,E14000571,Conservative,5581
2015,Michelle,THEW,E14000557,Labour,7797
2015,Michelle,THOMSON,S14000026,SNP,21378
2015,Michelle,WILLIS,W07000041,Conservative,7393
2015,Mick,GEE,E14000812,UKIP,8908
2015,Mick,GRIFFITHS,E14001009,Trade Unionist and Socialist Coalition,287
2015,Mick,HARDY,E14000863,Independent,132
2015,Mick,HAROLD,E14000972,UKIP,7041
2015,Mick,LERRY,E14000595,Labour,9589
2015,Mick,WADDINGTON,E14000875,UKIP,5415
2015,Mickey,BRADY,N06000011,Sinn Fein,20488
2015,Mike,ALLAN,S14000020,Independent,158
2015,Mike,BUCHANAN,E14000535,Justice for Men & Boys,153
2015,Mike,COLLINS,E14000671,Liberal Democrats,478
2015,Mike,COOPER,E14000771,National Front,86
2015,Mike,CROCKART,S14000026,Liberal Democrats,18168
2015,Mike,DAVIES,E14000780,Alliance for Green Socialism,79
2015,Mike,FITZGERALD,E14000883,UKIP,8660
2015,Mike,FORSTER,E14000756,Trade Unionist and Socialist Coalition,340
2015,Mike,FOSTER,E14000874,The Socialist Party of Great Britain,66
2015,Mike,FREER,E14000703,Conservative,25835
2015,Mike,GAPES,E14000760,Labour and Co-operative,33232
2015,Mike,GLENNON,E14000682,UKIP,8267
2015,Mike,GREEN,E14000610,UKIP,8658
2015,Mike,HANCOCK,E14000884,Independent,716
2015,Mike,HARGREAVES,E14000609,Green,850
2015,Mike,HARRISON,E14001011,Green,529
2015,Mike,HIBBS,E14000910,Liberal Democrats,6079
2015,Mike,HILL,E14000706,Independent,5166
