yr,firstName,lastName,constituency,party,votes
2019,Julie,Marson,E14000744,Conservative,33712
2019,Julie,Maughan,E14000677,Brexit Party,6744
2019,Julie,Phillips,E14000954,Green,2434
2019,Julie,Pirone,S14000052,Conservative,11217
2019,Julie,Price,W07000055,Brexit Party,2454
2019,Julie,Wood,E14000967,Green,1411
2019,Just-John,Sexton,E14000642,Monster Raving Loony Party,224
2019,Justin,Madders,E14000688,Labour,26001
2019,Justin,Tomlinson,E14000851,Conservative,32584
2019,Jyoti,Dialani,E14000604,Renew,119
2019,Kai,Taylor,E14000963,Green,2282
2019,Kailash,Trivedi,E14000718,Brexit Party,1228
2019,Kait,Duerden,W07000063,Labour,5585
2019,Kama,McKenzie,E14001026,Labour,4304
2019,Kamran,Hussain,E14000780,Liberal Democrats,9397
2019,Kamran,Malik,E14000679,Communities United Party,250
2019,Kanwal Toor,Gill,E14000930,Conservative,15781
2019,Karen,Batley,E14000540,Brexit Party,3186
2019,Karen,Bradley,E14000966,Conservative,28192
2019,Karen,Buck,E14001036,Labour,23240
2019,Karen,Davis,E14000863,Labour,18659
2019,Karen Helsby,Entwistle,E14000609,Independent,132
2019,Karen,King,E14000891,Liberal Democrats,2018
2019,Karen La,Borde,E14000616,Green,1359
2019,Karen,Lee,E14000792,Labour,20753
2019,Karen,Ward,E14000848,Liberal Democrats,15397
2019,Karen,Wheller,E14000872,Green,1783
2019,Karin,Smyth,E14000601,Labour,27895
2019,Karl,Love,E14000762,Independent,874
2019,Karl,McCartney,E14000792,Conservative,24267
2019,Karl,Rosie,S14000009,SNP,11501
2019,Karl,Turner,E14000771,Labour,12713
2019,Kashif,Ali,E14000723,Conservative,18927
2019,Kat,Boettge,E14000607,Green,1806
2019,Kate,Brownlie,S14000055,Brexit Party,710
2019,Kate,Chappell,E14000786,Labour,3206
2019,Kate,Copeland,E14000610,Green,1433
2019,Kate,Crossland,E14000674,Green,1735
2019,Kate,Green,E14000979,Labour,30195
2019,Kate,Griffiths,E14000610,Conservative,29560
2019,Kate,Hollern,E14000570,Labour,29040
2019,Kate,Linnegar,E14000851,Labour,16413
2019,Kate,Needham,E14000667,Green,872
2019,Kate,Nevens,S14000024,Green,1357
2019,Kate,O'Kelly,E14000633,Liberal Democrats,13912
2019,Kate,Osamor,E14000687,Labour and Co-operative,26217
2019,Kate,Osborne,E14000765,Labour,18363
2019,Kate,Pothalingham,E14000764,Liberal Democrats,9569
2019,Kate,Smith,E14000533,Liberal Democrats,2873
2019,Kate,Tipton,E14000625,Liberal Democrats,4856
2019,Kate,Watson,S14000030,Labour,12791
2019,Katharine,Macy,E14000917,Liberal Democrats,4842
2019,Katherine,Barbour,E14000956,Green,1433
2019,Katherine,Fletcher,E14000943,Conservative,30028
2019,Katherine,Hortense,E14000788,Christian Peoples Alliance Party,213
2019,Katherine,Pate,E14000861,Green,953
2019,Kathleen,Garner,E14000656,UKIP,442
2019,Kathleen,Leslie,S14000041,Conservative,9449
2019,Kathryn,Downs,E14001016,Green,891
2019,Kevin,White,E14000605,Green,1783
2019,Kevin,Yuill,E14000754,Brexit Party,6165
2019,Khalid,Mahmood,E14000566,Labour,26594
2019,Khalil,Ahmed,E14001056,Labour,20552
2019,Khalil,Yousuf,E14000652,Liberal Democrats,2728
2019,Kieran,Mullan,E14000653,Conservative,28704
2019,Kieron,George,E14000730,The Yorkshire Party,1208
2019,Kim,Caddy,E14000549,Conservative,21622
2019,Kim,Johnson,E14000793,Labour,41170
2019,Kim,Knight,E14000581,Brexit Party,2610
2019,Kim,Rose,E14000955,UKIP,472
2019,Kim,Snape,E14000943,Labour,18829
2019,Kirk,Kus,E14000920,Brexit Party,4478
2019,Kirsten de,Keyser,E14000750,Green,2746
2019,Kirsten,Oswald,S14000021,SNP,24877
2019,Kirstene,Hair,S14000004,Conservative,17421
2019,Kirsty,Blackman,S14000001,SNP,20205
2019,Kirsty,Finlayson,E14000871,Conservative,13452
2019,Kishan,Devani,W07000063,Liberal Democrats,7882
2019,Kit,Malthouse,E14000857,Conservative,36591
2019,Kizzi,Johannessen,E14001048,Green,1382
2019,Kris,Brown,E14000708,Liberal Democrats,3324
2019,Kuldip,Sahota,E14000799,Labour,7591
2019,Kulvinder,Manik,E14000588,Brexit Party,2819
2019,Kwasi,Kwarteng,E14000959,Conservative,29141
2019,Kyle,Marsh,E14000659,Liberal Democrats,3736
2019,Kyle,Taylor,E14000697,Advance Together,52
2019,Kyle,Thornton,S14000034,Conservative,6237
2019,Kylie,Keens,E14000697,Independent,347
2019,Lady Lily The,Pink,W07000068,Monster Raving Loony Party,345
2019,Lance,Mitchell,E14000857,Green,2717
2019,Lara,Chaplin,E14000990,Labour,9310
2019,Laura,Coyle,E14000742,Liberal Democrats,18136
2019,Laura,Davison,E14000704,Labour,14146
2019,Laura,Evans,E14001044,Conservative,17692
2019,Laura,Farris,E14000830,Conservative,34431
2019,Laura,Fisk,E14000609,Green,739
2019,Laura,Gordon,E14000922,Liberal Democrats,18997
2019,Laura,Jones,W07000072,Conservative,5749
2019,Laura,McAlpine,E14000729,Labour,13447
2019,Laura,McCarthy,E14000812,Liberal Democrats,5614
2019,Laura,Mitchell,S14000046,SNP,21599
2019,Laura,Pidcock,E14000856,Labour,18846
2019,Laura,Smith,E14000653,Labour,20196
2019,Laura,Trott,E14000918,Conservative,30932
2019,Laura,Walker,E14000836,The Yorkshire Party,1762
2019,Lauren,Bennie,S14000032,Conservative,3558
2019,Lauren,Dingsdale,E14000820,Labour,16509
2019,Lauren,Sullivan,E14000715,Labour,13999
2019,Laurence,Robertson,E14000990,Conservative,35728
2019,Laurence,Waterhouse,E14000895,The Yorkshire Party,1077
2019,Laurence,Williams,W07000078,Gwlad Gwlad,508
2019,Laurie,Needham,E14000625,Green,2664
2019,Lavinia,O'Connor,E14000682,Labour,19633
2019,Layla,Moran,E14000874,Liberal Democrats,31340
2019,Leanne,Lewis,W07000073,Plaid Cymru,2013
2019,Leanne,Murray,E14000776,Brexit Party,1817
2019,Leanne,Werner,E14000770,Labour,6528
2019,Lee,Anderson,E14000535,Conservative,19231
2019,Lee,Dargue,E14000564,Liberal Democrats,2228
2019,Lee,Derrick,E14000913,The Yorkshire Party,1770
2019,Lee,Dillon,E14000830,Liberal Democrats,18384
2019,Lee,Garrett,E14000574,Independent,76
2019,Lee,Howgate,E14000999,Liberal Democrats,12114
2019,Lee,Huntbach,E14000537,Green,1208
2019,Lee,McCall,E14000927,Independent,327
2019,Lee,Montague-Trenchard,E14000969,Brexit Party,1918
2019,Lee,Rowley,E14000843,Conservative,28897
2019,Leigh,Higgins,E14000632,Conservative,16720
2019,Leo,Docherty,E14000530,Conservative,27980
2019,Leo,Grandison,E14001051,Brexit Party,1028
2019,Leon,French,E14000668,The Yorkshire Party,1012
2019,Leon,Peters,E14000785,UKIP,448
2019,Les,Durance,S14000039,Brexit Party,1078
2019,Lesley,Kaya,E14000808,Brexit Party,1573
2019,Lesley,Laird,S14000041,Labour,15325
2019,Lesley,Rollings,E14000707,Liberal Democrats,5157
2019,Lesley,Wright,E14000641,Brexit Party,3252
2019,Leslie Groves,Williams,E14000682,Green,2006
2019,Leslie,Willis,E14000698,Brexit Party,1428
2019,Lewis,Bartoli,E14001006,Conservative,22071
2019,Lewis,North,E14000811,Liberal Democrats,11716
2019,Lewis,Whyte,S14000039,Labour,4123
2019,Lia,Nici,E14000716,Conservative,18150
2019,Liam,Byrne,E14000563,Labour,35397
2019,Liam,Canham,E14000988,Labour,4715
2019,Liam,Fox,E14000850,Conservative,32801
2019,Liam,McKechnie,S14000018,Scottish Family Party,197
2019,Lian,Pizzey,E14000533,Green,1388
2019,Lilian,Greenwood,E14000867,Labour,26586
2019,Lily,Clough,E14001010,Green,1132
2019,Linda,Edwards-Shea,E14000929,Labour,12118
2019,Linda,Jack,E14000800,Liberal Democrats,2063
2019,Linda,Johnson,E14000724,Liberal Democrats,5215
2019,Linden,Kemkaran,E14000587,Conservative,9681
2019,Lindsay,Hoyle,E14000637,Speaker,26831
2019,Lindsay,Whittle,W07000076,Plaid Cymru,6424
2019,Lisa,Cameron,S14000019,SNP,26113
2019,Lisa,Forbes,E14000878,Labour,19754
2019,Lisa,Goodier,W07000058,Plaid Cymru,2704
2019,Lisa,Nandy,E14001039,Labour,21042
2019,Lisa,Nash,E14000968,Liberal Democrats,4132
2019,Lisa Robillard,Webb,E14000623,Labour,14374
2019,Lisa,Scott-Conte,E14000824,Green,1874
2019,Lisa,Smart,E14000738,Liberal Democrats,17169
2019,Lisa-Maria,Bornemann,E14000732,Liberal Democrats,4310
2019,Lisabela,Marschild,E14000574,Space Navies Party,118
2019,Liz,Aspden,E14000922,Independent,123
2019,Liz,Bell,E14000857,Labour,9327
2019,Liz,Hind,E14000538,Labour,15364
2019,Liz,Jarvis,E14000955,Liberal Democrats,2503
2019,Liz,Kendall,E14000784,Labour,17291
2019,Liz,McInnes,E14000747,Labour,19790
2019,Liz,Pole,E14000996,Labour,11654
2019,Liz,Savage,E14000958,Labour,18767
2019,Liz Saville,Roberts,W07000061,Plaid Cymru,14447
2019,Liz,Spencer,E14000578,Green,689
2019,Liz,Twist,E14000574,Labour,19794
2019,Liz,Webster,E14000991,Liberal Democrats,15270
2019,Lizzi,Collinge,E14000825,Labour,17571
2019,Lloyd,Day,E14000883,Green,1304
2019,Lloyd,Russell-Moyle,E14000597,Labour and Co-operative,25033
2019,Lois,Davis,E14000549,Green,1529
2019,Loraine,Birchall,E14000543,Liberal Democrats,2025
2019,LorÃƒÂ©,Lixenberg,E14000720,Independent,76
2019,Lord,Buckethead,E14001007,Monster Raving Loony Party,125
2019,Lorna,Robertson,S14000050,Labour,4961
2019,Lorna,Rowland,E14000907,Independent,670
2019,Lorraine,Johnson,E14000935,Liberal Democrats,3924
2019,Lorraine,Nolan,S14000003,Conservative,7011
2019,Louie,French,E14000690,Conservative,17353
2019,Louis,Adam,E14001019,Liberal Democrats,4995
2019,Louis,Stephen,E14001052,Green,1694
2019,Louise,Calland,E14000740,Conservative,15280
2019,Louise,Haigh,E14000923,Labour,21475
2019,Louise,Harris,E14000702,Liberal Democrats,4992
2019,Louise,Hughes,W07000061,Brexit Party,1776
2019,Louise,Jewkes,E14000686,Green,1191
2019,Louise,McPhater,S14000010,Labour,6583
2019,Louise,Potter,E14000753,Liberal Democrats,14773
2019,Louise,Staite,E14000873,Conservative,10303
2019,Louise,Thistlethwaite,E14000776,Conservative,18804
2019,Louise,Walker,E14000610,Labour,15064
2019,Louise,Webberley,E14001001,Labour,8860
2019,Louise,Young,S14000048,Liberal Democrats,2107
2019,Loyd,Emmerson,E14000716,Green,514
2019,Luciana,Berger,E14000703,Liberal Democrats,17600
2019,Lucy,Allan,E14000989,Conservative,25546
2019,Lucy,Bannister,E14000809,Green,1968
2019,Lucy,Brown,E14001028,The Yorkshire Party,1201
2019,Lucy,Burke,E14000612,Labour,21632
2019,Lucy,Caldicott,E14000672,Labour,9270
2019,Lucy,Downes,E14000744,Green,2705
2019,Lucy,Frazer,E14000937,Conservative,32187
2019,Lucy,Hurds,E14000743,Liberal Democrats,6181
2019,Lucy,O'Sullivan,E14000593,Brexit Party,1165
2019,Lucy,Powell,E14000807,Labour and Co-operative,36823
2019,Luigi,Gregori,E14000857,Liberal Democrats,10283
2019,Luke,Balnave,E14000692,Green,1042
2019,Luke,Evans,E14000583,Conservative,36056
2019,Luke,Ferguson,E14000878,Independent,260
2019,Luke,Fletcher,W07000074,Plaid Cymru,2919
2019,Luke,Graham,S14000050,Conservative,22384
2019,Luke,Hall,E14000994,Conservative,30202
2019,Luke,Pollard,E14000880,Labour and Co-operative,25461
2019,Luke,Taylor,E14000823,Liberal Democrats,3717
2019,Lyn,Brown,E14001032,Labour,42181
2019,Lyn,Morton,E14000740,Green,916
2019,Lynda,Murphy,E14000685,Liberal Democrats,17083
2019,Lyndsay,McAteer,E14001017,Green,1257
2019,Lynn,Denham,E14001052,Labour,19098
2019,Lynn,Munro,S14000028,Conservative,14403
2019,Lynne,Nailon,S14000056,Conservative,8054
2019,Mad Mike,Young,E14000927,Monster Raving Loony Party,404
2019,Madeleine,Moon,W07000073,Labour,17036
2019,Maggie,Throup,E14000695,Conservative,27560
2019,Mags,Hall,S14000017,Green,1258
2019,Mags,Lewis,E14000783,Green,1669
2019,Majid,Khan,E14000596,Labour,9000
2019,Malcolm,Wallace,E14000811,Green,2198
2019,Malcolm,Webster,E14000962,Brexit Party,5396
2019,Malik,Rofidi,E14000917,Labour,13858
2019,Mandy,Rossi,E14000536,Green,2638
2019,Marc,Bayliss,E14000920,Conservative,15070
2019,Marc,Bozza,S14000043,Brexit Party,1257
2019,Marc,Nykolyszyn,E14000867,Conservative,14018
2019,Marc,Stanton,E14001033,Brexit Party,2275
2019,Marc,Tierney,W07000066,Labour,14438
2019,Marco,Longhi,E14000671,Conservative,23134
2019,Marcus,Fysh,E14001060,Conservative,34588
2019,Marcus,Jones,E14000868,Conservative,27390
2019,Margaret,Beckett,E14000663,Labour,21690
2019,Margaret,Dennis,E14000996,UKIP,968
2019,Margaret,Ferrier,S14000056,SNP,23775
2019,Margaret,Greenwood,E14001044,Labour,20695
2019,Margaret,Hodge,E14000540,Labour,27219
2019,Margaret,McMahon-Morris,E14000717,Independent,154
2019,Margaret,Rowley,E14000818,Liberal Democrats,6474
2019,Margaret Anne,McKillop,N06000012,Social Democratic and Labour Party,2943
2019,Mari,Arthur,W07000045,Plaid Cymru,7048
2019,Mark,Menzies,E14000706,Conservative,28432
2019,Mark,Pawsey,E14000905,Conservative,29255
2019,Mark,Peart,E14000575,Brexit Party,3394
2019,Mark,Popple,E14000939,Labour,6500
2019,Mark,Pritchard,E14000992,Conservative,31029
2019,Mark,Redding,E14001029,Green,627
2019,Mark,Sewards,E14000730,Labour,5480
2019,Mark,Spencer,E14000924,Conservative,32049
2019,Mark,Tami,W07000043,Labour,18271
2019,Mark,Tunnicliff,S14000043,Veterans and People's Party,588
2019,Mark,Weston,E14000600,Conservative,21638
2019,Mark,Williams,W07000064,Liberal Democrats,6975
2019,Mark,Wilson,E14001011,Green,617
2019,Marna,Gilligan,E14000715,Green,1397
2019,Marsha De,Cordova,E14000549,Labour,27290
2019,Marten,Hall,E14000771,Brexit Party,5764
2019,Martha,Anachury,E14000635,Labour,6399
2019,Martha,Green,E14000938,Green,1493
2019,Martin,Allen,E14001035,Green,2715
2019,Martin,Blake,E14000939,Green,1613
2019,Martin,Brampton,E14000993,Green,2263
2019,Martin,Daubney,E14000535,Brexit Party,2501
2019,Martin,Docherty-Hughes,S14000059,SNP,22396
2019,Martin,Dowey,S14000006,Conservative,17943
2019,Martin,Edobor,E14001045,Labour,8794
2019,Martin,Goss,E14000644,Liberal Democrats,7432
2019,Martin,Hemingway,E14000780,Green,1389
2019,Martin,Hogbin,E14000681,Monster Raving Loony Party,521
2019,Martin,Kelly,N06000011,AontÃƒÂº,1628
2019,Martin,McCluskey,S14000038,Labour,11783
2019,Martin,Mitchell,E14000706,Labour,11821
2019,Martin,Pepper,E14000713,Liberal Democrats,5473
2019,Martin,Potter,E14001052,Independent,584
2019,Martin,Power,E14000661,Brexit Party,3039
2019,Martin,Roberts,E14000740,The Yorkshire Party,964
2019,Martin,Saunders,E14000557,Liberal Democrats,7280
2019,Martin,Sawyer,E14000861,Liberal Democrats,2031
2019,Martin,Vickers,E14000643,Conservative,31969
2019,Martin,Walker,E14000970,Brexit Party,3907
2019,Martin,Waring,E14001043,Brexit Party,1219
2019,Martin,Whitfield,S14000020,Labour,17270
2019,Martin,Wrigley,E14000835,Liberal Democrats,11689
2019,Martin,York,E14001010,Brexit Party,2037
2019,Martyn,Day,S14000043,SNP,25551
2019,Martyn,Ford,W07000054,Independent,435
2019,Martyn,Nelson,E14000701,Brexit Party,1658
2019,Martyn,Pennington,E14000948,Liberal Democrats,2727
2019,Mary,Cavill,E14000707,Independent,1070
2019,Mary,Creagh,E14001009,Labour,17925
2019,Mary,Foy,E14000641,Labour,20531
2019,Mary,Glindon,E14000853,Labour,25051
2019,Mary,Ion,E14000604,Green,1546
2019,Mary,Noone,E14000564,Conservative,4773
2019,Mary,Roberts,W07000041,Labour,10991
2019,Mary,Robinson,E14000627,Conservative,25694
2019,Mary,Wimbury,W07000044,Labour and Co-operative,13068
2019,Mary Ann,McKenna,E14000568,Brexit Party,2246
2019,Mary Kate,Ross,S14000057,Labour,4275
2019,Mathew,Rodda,E14000889,Labour,27102
2019,Matt,Browne,E14000869,Green,1477
2019,Matt,Buckler,E14000664,Green,2058
2019,Matt,Bunday,E14000811,Labour,5644
2019,Matt,Dilworth,E14000973,Independent,322
2019,Matt,Kerr,S14000035,Labour and Co-operative,12743
2019,Matt,Mickler,E14000911,Brexit Party,4290
2019,Matt,Sanders,E14000727,Liberal Democrats,13121
2019,Matt,Stratford,E14000690,Green,1322
2019,Matt,Turmaine,E14000631,Labour,7166
2019,Matt,Uberoi,E14000629,Labour,10872
2019,Matt,Vickers,E14000971,Conservative,27764
2019,Matt,Warman,E14000582,Conservative,31963
2019,Matt,Western,E14001019,Labour,23718
2019,Matt,Wood,E14000653,Brexit Party,1390
2019,Matthew,Beaumont,N06000007,Alliance,2650
2019,Matthew,Clover,E14000689,The Yorkshire Party,1196
2019,Matthew,Edwards,E14000588,Green,983
2019,Matthew,Evans,W07000056,Conservative,18075
2019,Matthew,Faithfull,E14000908,UKIP,591
2019,Matthew,Hancock,E14001034,Conservative,33842
2019,Matthew,Handley,E14000649,Green,1141
2019,Matthew,Kirk,E14000750,Liberal Democrats,7314
2019,Matthew,Offord,E14000741,Conservative,26878
2019,Matthew,Pennycook,E14000718,Labour,30185
2019,Matthew,Randall,E14000699,Labour,10373
2019,Matthew,Robinson,N06000013,Conservative,1959
2019,Matthew,Rose,E14000766,Social Democratic Party,132
2019,Matthew,Severn,E14000877,Liberal Democrats,5364
2019,Matthew,Snedker,E14000658,Green,1057
2019,Matthew,Theobald,E14000653,Liberal Democrats,2618
2019,Matthew,Winnington,E14000699,Liberal Democrats,8006
2019,Mattie,Heaven,E14000651,Conservative,19143
2019,Maureen,Martin,E14000787,Christian Peoples Alliance Party,277
2019,Maurice,Macartney,N06000016,Green,790
2019,Max,Wilkinson,E14000630,Liberal Democrats,27505
2019,McNabb,Laurie,S14000013,Liberal Democrats,3133
2019,Meera,Chadha,E14001013,Liberal Democrats,2874
2019,Meg,Hillier,E14000721,Labour and Co-operative,39884
2019,Megan,Debenham,E14000835,Green,1508
2019,Megan,Lloyd,W07000069,Green,728
2019,Meghan,Gallacher,S14000047,Conservative,7150
2019,Meirion,Jenkins,W07000050,Conservative,8426
2019,Mel,Boyle,N06000010,Alliance,3526
2019,Mel,Stride,E14000623,Conservative,32095
2019,Melanie,Dudley,E14000671,Labour,11601
2019,Melanie,Horrocks,E14000807,Green,1870
2019,Melanie,Onn,E14000716,Labour,10819
2019,Melanie,Roberts,E14000645,UKIP,230
2019,Melanie,Wakley,E14000782,Green,888
2019,Meri,O'Connell,E14000890,Liberal Democrats,4460
2019,Mev,Brown,S14000025,Social Democratic Party,114
2019,Mhairi,Black,S14000053,SNP,21637
2019,Mhairi,Threlfall,E14000702,Labour,20647
2019,Michael,Boyle,E14000612,Independent,277
2019,Michael,Bukola,E14000933,Liberal Democrats,1957
2019,Michael,Byfield,E14000712,Green,1385
2019,Michael,Cooper,E14001016,Brexit Party,2469
2019,Michael,Cope,W07000051,Green,820
2019,Michael,Crichton,S14000015,Liberal Democrats,3573
2019,Michael,Ellis,E14000861,Conservative,21031
2019,Michael,Fabricant,E14000791,Conservative,34844
2019,Michael,Flynn,E14001014,Christian Peoples Alliance Party,178
2019,Michael,Fox,E14000679,Liberal Democrats,2158
2019,Michael,Gould,E14000619,Independent,505
2019,Michael,Gove,E14000983,Conservative,34358
2019,Michael,Henderson,N06000003,Ulster Unionist Party,1259
2019,Michael,Jones,E14000753,Labour,9424
2019,Michael,Joyce,E14000915,Independent,394
2019,Michael,Kane,E14001059,Labour,23855
2019,Michael,McGetrick,E14001021,Social Democratic Party,333
2019,Michael,Mullaney,E14000583,Liberal Democrats,9096
2019,Michael,O'Carroll,W07000047,Liberal Democrats,2993
2019,Michael,Peacock,E14000856,Liberal Democrats,2831
2019,Michael,Robinson,E14000574,Brexit Party,5833
2019,Michael,Savage,N06000015,Social Democratic and Labour Party,14517
2019,Michael,Taylor,E14000993,Social Democratic Party,127
2019,Michael,Tomlinson,E14000815,Conservative,29548
2019,Michael,Virgo,E14000922,UKIP,168
2019,Michael,Welton,E14000885,Green,660
2019,Michal,Chantkowski,E14001020,Green,1005
2019,Michele,Middleditch,E14000999,Labour,6562
2019,Michele,Scott,E14000885,Conservative,8724
2019,Michelle,Dewberry,E14000773,Brexit Party,5638
2019,Michelle,Donelan,E14000635,Conservative,30994
2019,Michelle,Gildernew,N06000007,Sinn Fein,21986
2019,Michelle,Vacciana,E14000865,Green,1183
2019,Mick,Clark,E14001060,Liberal Democrats,18407
2019,Mick,Coyne,E14000795,Liberal,501
2019,Mick,Gregg,E14000583,Green,1502
2019,Mick,Whitley,E14000559,Labour,24990
2019,Mickey,Brady,N06000011,Sinn Fein,20287
2019,Mickie,Ritchie,E14000595,Green,1877
2019,Mike,Amesbury,E14001024,Labour,22772
2019,Mike,Beckett,E14000734,Liberal Democrats,5866
2019,Mike,Carter,E14000581,Green,1166
2019,Mike,Cox,E14000638,Liberal Democrats,9277
2019,Mike,Davies,E14000547,Labour,6639
2019,Mike,Davies,E14000781,Alliance for Green Socialism,31
2019,Mike,Freer,E14000703,Conservative,24162
2019,Mike,Gapes,E14000760,The Independent Group for Change,3891
2019,Mike,Greene,E14000878,Brexit Party,2127
2019,Mike,Hamilton,W07000055,Liberal Democrats,2121
2019,Mike,Harrison,E14000671,Green,739
2019,Mike,Hibbs,E14000910,Liberal Democrats,12120
2019,Mike,Hill,E14000733,Labour,15464
2019,Mike,Jackson,E14000683,Green,1675
2019,Mike,Jordan,E14000917,The Yorkshire Party,1900
2019,Mike,Lammiman,E14000773,Green,50
2019,Mike,Penning,E14000739,Conservative,28968
2019,Mike,Powell,W07000075,Independent,1792
2019,Mike,Ross,E14000772,Liberal Democrats,2084
2019,Mike,Smith-Clare,E14000717,Labour and Co-operative,10930
2019,Mike,Spencer,E14000864,Conservative,15006
2019,Mike,Spracklin,E14000679,Green,883
2019,Mike,Stubbs,E14000975,Labour,11742
2019,Mike,Wood,E14000672,Conservative,24835
2019,Miles,Hurley,E14000617,Independent,111
2019,Mims,Davies,E14000817,Conservative,33455
2019,Miriam,Cates,E14000876,Conservative,23688
2019,Mitch,William,S14000041,Brexit Party,1132
2019,Mitchell,Feierstein,E14000889,Brexit Party,852
2019,Mo,Ali,W07000051,Conservative,19082
2019,Mohammad,Bhatti,E14000750,UKIP,138
2019,Mohammad,Yasin,E14000552,Labour,20491
2019,Mohammed,Afzal,E14000589,Conservative,6717
2019,Mohammed,Ashraf,E14000801,Independent,489
2019,Moira,Benny,S14000017,Conservative,11207
2019,Moira,Ramage,S14000053,Labour,10958
2019,Molly Scott,Cato,E14000980,Green,4954
2019,Monica,Digney,N06000004,AontÃƒÂº,1635
2019,Monica,Harding,E14000697,Liberal Democrats,28389
2019,Monique,Bonney,E14000927,Independent,1257
2019,Monique,McAdams,S14000019,Labour,12791
2019,Monique,Miller,S14000004,Labour,2051
2019,Monty,Brack,E14000658,Independent,292
2019,Morgan,Bowler-Brown,W07000053,Plaid Cymru,1441
2019,Moses,Etienne,E14000789,Brexit Party,789
2019,Munira,Wilson,E14001005,Liberal Democrats,36166
2019,Munish,Sharma,E14000760,Brexit Party,1008
2019,Mussadak,Mirza,E14000979,Conservative,13778
2019,Nabila,Ahmed,E14000739,Labour,14405
2019,Nadhim,Zahawi,E14000977,Conservative,33343
2019,Nadia,Whittome,E14000865,Labour,25735
2019,Nadine,Dorries,E14000813,Conservative,38692
2019,Naomi,Long,N06000001,Alliance,19055
2019,Narinder,Sekhon,E14000588,Conservative,16044
2019,Nasir,Adam,W07000080,Plaid Cymru,2386
2019,Nat,Green,E14000926,Liberal Democrats,5906
2019,Natalie,Carswell,E14000815,Green,1330
2019,Natalie,Elphicke,E14000670,Conservative,28830
2019,Natalie,Fleet,E14000535,Labour,11971
2019,Natalie,Hoy,E14000577,Independent,470
2019,Natalie,Neale,E14000783,Conservative,10931
2019,Natalie,Thomas,E14000922,Green,1630
2019,Nathan,Gill,W07000076,Brexit Party,4490
2019,Nathan,Sutton,E14000670,Independent,916
2019,Nathan,Wilson,S14000011,Conservative,6113
2019,Navendu,Mishra,E14000969,Labour,21695
2019,Navin,Kumar,E14000899,Independent,1107
2019,Naz,Shah,E14000589,Labour,33736
2019,Neale,Hanvey,S14000041,SNP,16568
2019,Ned,Thompson,E14000608,Independent,681
2019,Neil,Anderson,E14000759,Brexit Party,960
2019,Neil,Christian,E14000802,Liberal Democrats,5684
2019,Neil,Coyle,E14000553,Labour,31723
2019,Neil,Darby,E14000885,Liberal Democrats,1737
2019,Neil,Gray,S14000003,SNP,17929
2019,Neil,Hipkiss,E14000602,Brexit Party,869
2019,Neil,Holden,E14000572,Independent,443
2019,Neil,Hudson,E14000877,Conservative,28875
2019,Neil,Hughes,E14001053,Liberal Democrats,1525
2019,Neil,Jackson,E14000632,Green,1148
2019,Neil,Jameson,E14000882,Green,2159
2019,Neil,Mitchison,S14000027,Liberal Democrats,637
2019,Neil,O'Brien,E14000728,Conservative,31698
2019,Neil,Parish,E14000996,Conservative,35893
2019,Neil,Puttick,E14000802,Labour,17581
2019,Neil,Richardson,N06000010,Ulster Unionist Party,2611
2019,Neil,Taylor,E14000532,Liberal,454
2019,Neil,Wilson,S14000047,UKIP,619
2019,Neil,Wood,E14000669,Independent,142
2019,Neva,Novaky,E14000708,Conservative,6954
2019,Nia,Griffith,W07000045,Labour,16125
2019,Niall,Hodson,E14000982,Liberal Democrats,3025
2019,Nic,Dakin,E14000914,Labour,13855
2019,Nicholas,Brown,E14000569,Brexit Party,2500
2019,Nicholas,Brown,E14000640,Green,1438
2019,Nicholas,Brown,E14000832,Labour,26049
2019,Nicholas,Coombes,E14000599,Liberal Democrats,3527
2019,Nicholas,Cott,E14000833,Liberal Democrats,4357
2019,Nicholas,Cox,E14000606,Green,1281
2019,Nicholas,Goulding,E14001024,Brexit Party,1380
2019,Nicholas,Green,E14000767,Monster Raving Loony Party,457
2019,Nicholas,Moohan,S14000032,Liberal Democrats,1093
2019,Nicholas,Stovold,E14000555,Conservative,6528
2019,Nicholas,Szkiler,E14001061,Brexit Party,1479
2019,Nicholas,Wood,E14000907,UKIP,476
2019,Nick,Bubb,E14000828,Green,3888
2019,Nick,Chisholm,S14000014,Labour,4172
2019,Nick,Coates,E14000846,Liberal Democrats,12422
2019,Nick,Cook,S14000024,Conservative,8161
2019,Nick,Cox,E14000940,Green,2439
2019,Nick,Delves,E14000763,Monster Raving Loony Party,236
2019,Nick,Fletcher,E14000667,Conservative,19609
2019,Nick,Gibb,E14000576,Conservative,32521
2019,Nick,Hartley,E14000832,Green,2195
2019,Nick,Ireland,E14000936,Liberal Democrats,5432
2019,Nick,Jardine,E14000895,Independent,961
2019,Nick,King,E14000805,Conservative,15214
2019,Nick,Lyle,E14000699,Green,2412
2019,Nick,Morphet,E14000746,Green,1723
2019,Nick,Mullins,W07000079,Brexit Party,1619
2019,Nick,Oliver,E14000765,Conservative,11243
2019,Nick,Perry,E14000735,Liberal Democrats,3960
2019,Nick,Smith,W07000072,Labour,14862
2019,Nick,Stephens,E14000931,Labour and Co-operative,11036
2019,Nick,Thomas-Symonds,W07000053,Labour,15546
2019,Nick,Wakeling,E14000763,Liberal Democrats,8415
2019,Nickie,Aiken,E14000639,Conservative,17049
